init_hand_pos 1.5 20 0 0 -30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 90
hand_pose3 4.0 -3.1 0.0 -18.8 -3.7 17.1 -17.8 -0.6 -0.7 -0.1 6.0 -3.8 -20.0 -16.2 13.9 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose4 5.0 -3.2 0.0 -18.7 -3.7 17.3 -17.8 -0.6 -1.0 -0.1 6.0 -3.9 -20.0 -16.2 13.9 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose5 6.0 -3.4 0.0 -18.9 -3.6 17.2 -17.7 -0.8 -1.1 -0.0 6.1 -3.8 -20.1 -16.1 13.8 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose6 7.0 -1.4 0.0 -18.3 -3.9 18.1 -18.6 -0.9 -1.0 -0.2 6.8 -3.9 -19.7 -16.5 13.8 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose7 8.0 -1.9 0.4 -19.8 -5.2 17.4 -17.5 -0.5 -20.6 -7.7 -6.5 -19.5 -38.0 -16.6 33.6 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose8 9.0 -3.2 1.0 -19.9 -3.7 17.8 -18.3 -0.8 -23.5 -38.7 -36.0 -6.6 -69.7 -7.2 32.2 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose9 10.0 -2.7 1.1 -20.5 -3.5 17.3 -18.3 -0.7 -20.0 -39.2 -36.7 -4.2 -70.8 -7.4 33.8 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose10 11.1 -2.6 0.9 -21.3 -3.7 16.7 -18.1 -0.5 -18.9 -37.8 -35.0 -5.1 -69.8 -7.7 36.6 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose11 12.1 -2.5 0.7 -20.8 -3.9 17.4 -18.1 -0.3 -18.9 -11.9 -2.4 -11.8 -40.9 -19.6 35.8 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose12 13.1 -3.5 1.0 -20.3 -3.6 17.4 -17.9 -1.2 -7.9 -3.0 27.6 -6.3 -8.1 -27.1 5.9 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose13 14.1 -3.3 0.8 -20.6 -3.5 17.3 -17.9 -0.7 -4.6 -1.0 29.2 -5.1 -6.8 -24.1 5.4 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose14 15.1 -2.6 0.8 -20.4 -3.6 17.6 -18.3 -0.5 -4.1 -1.1 28.2 -5.2 -8.0 -24.4 6.1 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose15 16.1 -2.7 0.6 -20.5 -3.7 17.6 -18.3 -0.5 -4.7 -1.0 28.1 -5.5 -8.1 -24.5 6.3 0 0 0 0 0 0 0 0 0 0 0 0
hand_pose15 25.1 -2.7 0.6 -20.5 -3.7 17.6 -18.3 -0.5 -4.7 -1.0 28.1 -5.5 -8.1 -24.5 6.3 0 0 0 0 0 0 0 0 0 0 0 0
邀请_pose4 27.0 20 8 0 -30 0 0 0 -75.0 -56.6 41.9 -10.7 -66.2 -23.1 27.6 0 0 0 0 0 0 0 0 0 0 0 0
邀请_pose6 33 20 8 0 -30 0 0 0 20 -8 0 -30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
